titre,description,ville,type_bien,etage,prix,surface,pieces,DPE,full_description,lien,prix_m2
Vente Appartement 1 109 m2 Lyon-7e,RARE - Immeuble de rapport 1995,Lyon-7e,Appartement,1,5100000.0,109.0,17.0,Inconnu,"Nous vous proposons à la vente un immeuble de rapport situé rue Marcel Merieux à Lyon 7ème dans un secteur recherché à proximité immédiate des transports (Metro Debourg), commerces, commodités, écoles (ENS etc...)

Cet ensemble immobilier développe une surface de 1 109,74 m2 habitables, et se compose de 17 lots répartis en 10 appartements de type 2, 6 appartements de type 3 et un local commercial.

L'immeuble est loué et génère actuellement 166 956 € de loyers annuels CC (dont 13 900 € de charges).
Ce projet d'investissement présente une rentabilité brute de 3,24 %, avec un potentiel d'optimisation intéressant.

Le bâtiment s'élève sur 7 niveaux (R+6) et présente un bon état général.
Les logements disposent de chauffage électrique, avec compteurs individuels.
La taxe foncière est de 14 498€.

Cet immeuble représente une opportunité d'investissement patrimonial et locatif, idéal pour un investisseur souhaitant sécuriser des revenus locatifs ou valoriser un actif immobilier dans un secteur dynamique.

Le bien est proposé au prix de 5 100 000 € HAI.

Dossier complet disponible sur demande.
Référence agence : 578",https://www.etreproprio.com/immobilier-25285300-vente-rare-immeuble-de-rapport-1995-lyon-7e,46788.99082568807
